Date,AAPL,MSFT,TSLA
2023-11-10,184.48348999023438,362.6737365722656,214.64999389648438
2023-11-13,182.8999481201172,359.7402648925781,223.7100067138672
2023-11-14,185.51280212402344,363.2622985839844,237.41000366210938
2023-11-15,186.07693481445312,363.4097900390625,242.83999633789062
2023-11-16,187.7594757080078,369.79974365234375,233.58999633789062
2023-11-17,187.73968505859375,363.5867614746094,234.3000030517578
2023-11-20,189.48158264160156,371.0481872558594,235.60000610351562
2023-11-21,188.6798858642578,366.7521667480469,241.1999969482422
2023-11-22,189.34300231933594,371.4512939453125,234.2100067138672
2023-11-24,188.01678466796875,371.0383605957031,235.4499969482422
2023-11-27,187.83863830566406,372.1983947753906,236.0800018310547
2023-11-28,188.44235229492188,376.2191467285156,246.72000122070312
2023-11-29,187.42294311523438,372.4342956542969,244.13999938964844
2023-11-30,187.99697875976562,372.4933166503906,240.0800018310547
2023-12-01,189.27371215820312,368.1678771972656,238.8300018310547
2023-12-04,187.4823455810547,362.88873291015625,235.5800018310547
2023-12-05,191.43128967285156,366.2115173339844,238.72000122070312
2023-12-06,190.34263610839844,362.55450439453125,239.3699951171875
2023-12-07,192.27256774902344,364.6681213378906,242.63999938964844
2023-12-08,193.69776916503906,367.8926086425781,243.83999633789062
2023-12-11,191.1938018798828,365.01214599609375,239.74000549316406
2023-12-12,192.7080841064453,368.0400085449219,237.00999450683594
2023-12-13,195.9246368408203,368.0301513671875,239.2899932861328
2023-12-14,196.07308959960938,359.73309326171875,251.0500030517578
2023-12-15,195.53863525390625,364.451904296875,253.5
2023-12-18,193.87591552734375,366.33929443359375,252.0800018310547
2023-12-19,194.91514587402344,366.9389953613281,257.2200012207031
2023-12-20,192.8268280029297,364.3437194824219,247.13999938964844
2023-12-21,192.6783447265625,367.2142333984375,254.5
2023-12-22,191.60946655273438,368.23663330078125,252.5399932861328
2023-12-26,191.06512451171875,368.3152770996094,256.6099853515625
2023-12-27,191.16409301757812,367.7352294921875,261.44000244140625
2023-12-28,191.58969116210938,368.9248046875,253.17999267578125
2023-12-29,190.55047607421875,369.67193603515625,248.47999572753906
