Date,AAPL,MSFT,TSLA
2023-01-03,1.0,1.0,1.0
2023-01-04,1.01031427119167,0.9562567898181145,1.0512488528559378
2023-01-05,0.9996002340583104,0.9279155881772571,1.0207215346474383
2023-01-06,1.0363796923612043,0.9388512600000405,1.045883433436496
2023-01-09,1.040617397280761,0.9479923054011412,1.1079555812550643
2023-01-10,1.0452546822043602,0.9552132306001159,1.099444959775587
2023-01-11,1.0673223819777828,0.9840971928413903,1.1398705176688946
2023-01-12,1.066682632512648,0.9955339247271311,1.14301571972893
2023-01-13,1.0774761889798352,0.9985390432393396,1.13228495146724
2023-01-17,1.0869112849958669,1.0032140133675713,1.2163737960148304
2023-01-18,1.0810745782887674,0.9842641910752614,1.1913043533495196
2023-01-19,1.0815544213772266,0.9680690226250253,1.1764107304718374
2023-01-20,1.102342746178811,1.0026713834898422,1.234227567550667
2023-01-23,1.1282484469093166,1.0125217955571673,1.3297872528130834
2023-01-24,1.1396017996533008,1.0102680056940188,1.3310823443174737
2023-01-25,1.1342446881177972,1.0042992077616857,1.336077656933154
2023-01-26,1.1510357253777803,1.03514472929717,1.4826087561030745
2023-01-27,1.16678650348035,1.0358126568713106,1.645698394150054
2023-01-30,1.1433599713804774,1.0130644907962403,1.5417206846862945
2023-01-31,1.1536740566345,1.0343518308333381,1.6024052142995322
2023-02-01,1.1627887201050224,1.0549711779349515,1.6781684201923328
2023-02-02,1.2058847282034748,1.1044328521017235,1.7416281862162317
2023-02-03,1.2353083692208486,1.0783454403240145,1.7574467937945426
2023-02-06,1.2131605923006568,1.0717506114390325,1.8016650995000805
2023-02-07,1.2365076670459174,1.1167877147863634,1.8206290502928142
2023-02-08,1.2146798268375087,1.1133231713873135,1.8620721195876908
2023-02-09,1.2062843701867327,1.1003422777500247,1.9178539338633822
2023-02-10,1.209247596492497,1.0981718889617957,1.8213691227459496
2023-02-13,1.2319895061750203,1.1324820192576743,1.800555061397571
2023-02-14,1.2267844916350061,1.136029702286268,1.9357077053992189
2023-02-15,1.243840799938467,1.1269494429350695,1.981868718938536
2023-02-16,1.2308685500786796,1.0969471480982822,1.8690101400371504
2023-02-17,1.221579477094992,1.0798329337903312,1.9270120305178609
2023-02-21,1.1889878304429635,1.05727882554554,1.8258094163103753
2023-02-22,1.192431395670913,1.0524249614188326,1.8580943889507733
2023-02-23,1.1963550519041843,1.0660662007143602,1.8692877907171652
2023-02-24,1.1748140515063397,1.042842596223173,1.821276666622203
2023-02-27,1.1845035102238746,1.046775780458566,1.9207216263977902
2023-02-28,1.1804195757386327,1.0436794175101602,1.9029603109857
2023-03-01,1.1636031270001854,1.0304985835216338,1.8757632482391167
2023-03-02,1.1684080037232154,1.0507510573994825,1.7659574152740198
2023-03-03,1.2094076268276044,1.0682420798554835,1.8296946908235463
2023-03-06,1.2318293518814813,1.0748535105218364,1.792876968494976
2023-03-07,1.2139720241934628,1.0634717475263835,1.7364478201986706
2023-03-08,1.2241418218331828,1.0615886872062947,1.6836262957355212
2023-03-09,1.2058842323697487,1.0558143392723047,1.599629977888871
2023-03-10,1.1891482326533656,1.0402063117750486,1.604440378257058
2023-03-13,1.2049233066085152,1.0625093670976093,1.614061037839045
2023-03-14,1.2218996617236382,1.0912563973232439,1.6952821192750338
2023-03-15,1.2251028715528478,1.110713946535597,1.669287691909094
2023-03-16,1.2480048115704783,1.1557385005048837,1.7033303189813904
2023-03-17,1.2411980061782122,1.169253919213248,1.6663275432509395
2023-03-20,1.2604167693197428,1.1391262613187056,1.6951896631512873
2023-03-21,1.275471272912399,1.1456119367592394,1.8277521241441546
2023-03-22,1.2638599626723974,1.1393773796022801,1.768270088757173
2023-03-23,1.2726685727754683,1.1618475638813996,1.7781683990191746
2023-03-24,1.2832390040658985,1.174024382265036,1.7614246655858474
2023-03-27,1.2674638061523174,1.1564915939102314,1.7743755806297503
2023-03-28,1.2624186979889789,1.1516794303209836,1.750138807695709
2023-03-29,1.2874028917394782,1.1737732639814615,1.7935245848243648
2023-03-30,1.3001351580758205,1.1885861053678461,1.8064754998682677
2023-03-31,1.3204746293968288,1.2063697505608493,1.9191490253677725
2023-04-03,1.3306446749534118,1.2018924984981598,1.8017576967782147
2023-04-04,1.3263205090278616,1.201683342197421,1.7814986544810907
2023-04-05,1.3113459586235432,1.189799604080195,1.7161887779015466
2023-04-06,1.318553025791225,1.220178249535624,1.7119333965846144
2023-04-10,1.2974926122324288,1.2109307958665225,1.7068454866907998
2023-04-11,1.2876432471382182,1.1834809922348764,1.7279370575648059
2023-04-12,1.2820375989474937,1.18624303190882,1.6701202204859762
2023-04-13,1.3257598450420438,1.2128141176319873,1.719703945610956
2023-04-14,1.3229571449051132,1.1973317146378626,1.7113783775333595
2023-04-17,1.3231174231570837,1.208462228627053,1.7302497310479592
2023-04-18,1.3330469893564951,1.2066629615499476,1.7049953761351548
2023-04-19,1.3423359383817512,1.2069976116311296,1.6705827834134843
2023-04-20,1.3344885019567767,1.1972059594120434,1.5077706548921324
2023-04-21,1.3214360509917884,1.1957414731388079,1.52710457133424
2023-04-24,1.3239179467079152,1.1790455714323345,1.5037003269770808
2023-04-25,1.3114259118118812,1.152474616431855,1.4863089772143647
2023-04-26,1.3113459586235432,1.235953732796159,1.422294192139211
2023-04-27,1.348581955829768,1.2755385235512935,1.481868683649939
2023-04-28,1.358751505552625,1.2857066571117097,1.5199814974828996
