Ticker,Mean Return,Risk,Annual Sharpe
AAPL,0.001834927682827265,0.012570044345509849,2.1168430317752844
MSFT,0.001971661127990318,0.015824348453577115,1.8186775283144359
TSLA,0.0038927225862472998,0.03316561034556901,1.7872516605614548
